gender,category,preferred_stream,entrance_exam,entrance_score,board_percentage,scholarship_eligibility,admission_status
other,ews,law,none,0,92.34,no,rejected
female,obc,engineering,jee,39,98.1,yes,admitted
female,sc,computer applications,none,0,64.56,no,rejected
male,sc,pharmacy,cet,132,62.42,no,rejected
male,st,law,none,0,80.65,no,rejected
female,sc,science,none,0,79.87,no,rejected
other,sc,architecture,none,0,89.81,no,rejected
male,sc,management,none,0,97.13,no,rejected
male,obc,pharmacy,none,0,50.64,no,rejected
male,sc,computer applications,cet,31,64.74,no,rejected
female,general,law,none,0,55.42,no,rejected
female,general,medical,neet,141,66.28,no,rejected
male,st,medical,neet,19,62.31,yes,admitted
other,obc,computer applications,cet,189,85.49,yes,admitted
female,st,engineering,jee,91,91.04,no,rejected
male,st,law,none,0,84.22,no,admitted
other,st,science,cet,118,82.43,no,rejected
other,sc,computer applications,none,0,89.32,yes,admitted
female,sc,commerce,none,0,73.46,no,rejected
other,st,computer applications,none,0,57.26,no,rejected
female,obc,science,none,0,71.26,no,rejected
male,sc,architecture,cet,30,66.02,no,rejected
male,obc,science,cet,118,53.75,no,rejected
male,obc,law,cet,139,86.78,no,rejected
male,general,architecture,cet,79,78.1,no,admitted
female,general,medical,neet,416,79.45,no,admitted
female,general,law,cet,41,71.38,no,rejected
female,st,management,none,0,81.45,no,rejected
other,st,commerce,cet,88,81.0,no,rejected
male,general,engineering,jee,175,64.01,no,rejected
other,st,science,none,0,56.47,yes,admitted
male,st,arts,none,0,72.43,no,rejected
other,ews,medical,neet,63,85.53,no,rejected
male,ews,computer applications,cet,84,80.45,no,rejected
male,general,management,none,0,83.5,no,rejected
male,sc,pharmacy,none,0,75.75,no,rejected
male,ews,law,none,0,68.12,no,rejected
other,obc,computer applications,none,0,56.59,no,rejected
female,sc,architecture,cet,76,92.66,no,rejected
male,general,management,none,0,55.77,no,rejected
female,obc,arts,none,0,64.0,no,rejected
female,ews,engineering,jee,49,54.52,no,rejected
other,st,medical,neet,65,79.48,no,rejected
other,obc,management,none,0,99.21,no,rejected
other,ews,computer applications,cet,3,61.71,no,rejected
male,obc,medical,neet,260,76.22,yes,admitted
female,obc,engineering,cet,176,96.33,yes,admitted
female,sc,science,none,0,80.67,no,admitted
female,st,arts,cet,143,54.45,no,rejected
other,obc,science,none,0,95.77,yes,admitted
other,obc,architecture,cet,186,68.17,no,admitted
other,st,agriculture,none,0,98.0,no,rejected
male,obc,architecture,none,0,57.31,no,rejected
female,general,commerce,cet,102,95.44,no,rejected
other,general,law,none,0,96.91,no,rejected
male,obc,nursing,none,0,86.08,no,rejected
other,general,computer applications,none,0,85.52,yes,admitted
male,general,medical,neet,72,96.43,no,rejected
male,st,law,none,0,70.35,no,rejected
male,sc,engineering,jee,148,92.88,yes,admitted
other,general,agriculture,cet,58,83.21,no,rejected
other,obc,management,none,0,66.62,no,rejected
other,st,science,none,0,51.02,no,rejected
male,ews,management,none,0,87.85,no,rejected
other,ews,law,cet,123,74.03,no,admitted
male,obc,computer applications,none,0,90.26,no,rejected
male,ews,engineering,jee,217,72.24,no,admitted
male,sc,law,cet,189,55.12,no,rejected
male,obc,pharmacy,none,0,78.03,no,rejected
female,sc,medical,neet,465,81.53,no,admitted
other,general,arts,cet,120,72.89,yes,admitted
male,sc,management,none,0,55.23,no,rejected
female,sc,medical,neet,286,63.83,no,admitted
male,general,management,none,0,84.54,no,rejected
other,general,management,cet,39,74.58,no,rejected
female,obc,law,cet,64,75.86,no,rejected
female,ews,computer applications,none,0,70.69,yes,admitted
male,sc,architecture,cet,115,86.62,no,rejected
other,sc,nursing,cet,197,94.79,no,rejected
other,st,management,none,0,76.41,no,admitted
other,sc,nursing,cet,120,97.32,no,rejected
female,obc,agriculture,none,0,62.53,no,rejected
male,ews,arts,cet,22,84.6,no,rejected
male,obc,medical,neet,82,96.6,yes,admitted
male,st,architecture,cet,164,98.01,yes,admitted
female,ews,pharmacy,none,0,54.23,no,rejected
male,st,nursing,none,0,79.2,no,rejected
male,ews,nursing,cet,168,55.31,yes,admitted
male,general,engineering,jee,115,65.15,yes,admitted
male,st,commerce,none,0,82.07,no,rejected
male,general,pharmacy,none,0,99.16,yes,admitted
female,sc,architecture,cet,59,93.94,no,rejected
other,general,arts,cet,2,69.73,no,rejected
male,obc,law,none,0,79.85,no,admitted
female,general,computer applications,cet,160,51.15,yes,admitted
male,ews,nursing,cet,159,84.52,no,rejected
female,ews,management,none,0,54.38,no,rejected
male,general,medical,neet,467,51.84,no,rejected
female,obc,nursing,none,0,62.6,yes,admitted
other,general,pharmacy,cet,195,62.79,no,rejected
female,st,management,none,0,87.62,no,rejected
other,ews,management,cet,38,85.14,no,rejected
female,obc,law,cet,165,53.18,no,rejected
other,sc,pharmacy,cet,193,69.72,no,rejected
other,st,pharmacy,cet,124,83.05,no,admitted
female,sc,medical,neet,473,57.79,no,rejected
female,st,computer applications,none,0,79.1,no,rejected
female,st,commerce,none,0,72.78,no,admitted
male,st,management,none,0,77.68,no,admitted
male,st,engineering,jee,223,97.26,yes,admitted
other,sc,medical,neet,253,79.36,no,rejected
female,obc,commerce,cet,55,97.07,no,rejected
other,st,commerce,none,0,53.42,no,rejected
female,general,medical,neet,472,92.81,no,rejected
male,sc,management,cet,55,64.43,no,rejected
female,general,engineering,jee,229,66.8,no,rejected
female,st,medical,neet,618,57.87,yes,admitted
female,st,architecture,cet,103,68.57,no,rejected
other,sc,architecture,cet,118,76.81,no,rejected
female,obc,architecture,cet,18,83.09,no,admitted
male,sc,agriculture,cet,89,72.16,no,admitted
male,st,computer applications,none,0,98.13,no,rejected
other,st,arts,none,0,80.58,no,admitted
female,ews,architecture,none,0,63.57,no,rejected
female,general,science,none,0,82.42,no,rejected
male,general,computer applications,none,0,86.78,yes,admitted
other,st,agriculture,cet,199,51.8,no,rejected
female,general,pharmacy,none,0,87.23,no,rejected
other,general,law,none,0,52.89,no,rejected
other,obc,architecture,cet,126,75.35,no,rejected
other,st,computer applications,cet,15,50.44,no,rejected
male,general,agriculture,none,0,57.86,no,rejected
female,obc,engineering,cet,76,80.23,no,rejected
female,general,architecture,cet,140,69.49,yes,admitted
other,ews,science,cet,180,62.01,yes,admitted
other,st,engineering,cet,146,60.48,no,rejected
male,general,engineering,cet,58,94.5,no,rejected
other,obc,medical,neet,179,78.83,no,admitted
male,sc,law,none,0,90.72,no,rejected
other,sc,agriculture,cet,32,80.43,no,admitted
other,general,agriculture,cet,140,55.35,no,admitted
male,sc,computer applications,none,0,81.07,no,rejected
female,ews,architecture,cet,36,65.12,no,rejected
female,obc,architecture,cet,130,83.7,no,rejected
other,general,engineering,cet,184,75.86,yes,admitted
other,obc,computer applications,cet,133,98.06,no,rejected
male,sc,engineering,cet,61,74.59,no,rejected
other,obc,computer applications,none,0,92.47,yes,admitted
male,general,management,cet,45,54.3,no,rejected
female,general,commerce,cet,195,56.61,no,rejected
male,st,medical,neet,93,57.4,no,rejected
male,general,agriculture,cet,8,94.26,yes,admitted
female,obc,science,none,0,58.82,no,rejected
male,st,pharmacy,cet,101,97.05,no,rejected
male,sc,management,none,0,88.17,yes,admitted
other,general,law,none,0,67.79,no,admitted
female,general,science,cet,9,87.63,no,rejected
female,sc,law,none,0,74.05,no,rejected
other,obc,law,none,0,70.47,no,rejected
male,ews,law,cet,163,93.85,no,rejected
other,general,arts,none,0,56.76,no,rejected
male,general,engineering,jee,246,57.83,no,admitted
other,sc,arts,none,0,61.27,no,rejected
male,ews,arts,cet,27,83.16,no,rejected
male,general,commerce,cet,80,67.61,no,admitted
male,ews,medical,neet,634,88.98,yes,admitted
female,ews,arts,none,0,58.86,no,rejected
other,sc,nursing,cet,140,84.66,no,rejected
other,sc,science,none,0,99.02,yes,admitted
other,ews,management,cet,24,97.87,no,rejected
male,st,nursing,cet,118,89.43,no,rejected
other,sc,nursing,cet,108,71.37,yes,admitted
female,obc,commerce,none,0,52.61,no,rejected
male,ews,medical,neet,494,83.04,no,rejected
other,obc,commerce,none,0,88.84,no,rejected
male,ews,commerce,none,0,65.12,no,admitted
female,sc,management,none,0,93.57,yes,admitted
other,st,commerce,none,0,65.13,no,rejected
other,ews,pharmacy,cet,177,80.08,no,admitted
male,st,law,none,0,50.72,no,rejected
other,general,agriculture,cet,105,94.19,no,rejected
male,st,management,none,0,90.46,no,rejected
female,sc,arts,cet,189,78.27,no,admitted
male,general,engineering,jee,210,54.8,no,rejected
other,general,science,cet,11,84.05,no,rejected
other,ews,science,none,0,90.44,no,rejected
male,general,computer applications,none,0,93.48,no,rejected
female,sc,computer applications,cet,113,81.48,no,rejected
male,ews,engineering,jee,120,61.81,no,rejected
other,ews,arts,none,0,98.04,no,rejected
male,ews,medical,neet,290,77.49,no,rejected
female,st,agriculture,cet,139,54.3,no,rejected
male,sc,management,none,0,97.91,no,rejected
other,obc,medical,neet,502,96.08,yes,admitted
male,ews,management,cet,81,62.42,no,rejected
female,sc,computer applications,none,0,51.12,no,rejected
male,obc,engineering,jee,36,59.86,no,rejected
female,ews,architecture,cet,19,77.66,no,rejected
other,obc,pharmacy,none,0,51.09,no,rejected
other,general,science,cet,53,98.67,no,rejected
male,st,nursing,cet,149,58.34,no,rejected
other,sc,engineering,jee,56,97.06,no,rejected
male,st,law,none,0,87.77,yes,admitted
other,st,agriculture,none,0,99.18,yes,admitted
other,st,commerce,cet,171,53.38,no,rejected
male,obc,commerce,none,0,54.64,no,rejected
female,obc,management,cet,168,97.35,no,rejected
other,obc,science,none,0,51.43,no,rejected
male,ews,pharmacy,cet,102,60.5,no,admitted
male,st,science,none,0,60.4,no,admitted
female,obc,engineering,cet,124,76.28,no,rejected
other,ews,arts,none,0,92.05,no,rejected
male,st,medical,neet,526,85.48,yes,admitted
female,sc,pharmacy,cet,0,63.82,no,rejected
other,ews,law,cet,95,75.44,no,rejected
male,ews,law,none,0,89.58,yes,admitted
male,sc,nursing,cet,165,56.27,no,rejected
male,general,agriculture,none,0,60.03,no,rejected
female,sc,law,none,0,64.27,no,rejected
female,obc,science,none,0,75.95,no,rejected
male,st,science,none,0,98.77,yes,admitted
female,general,management,cet,188,98.75,no,rejected
other,sc,agriculture,cet,55,91.79,yes,admitted
other,sc,agriculture,cet,99,61.3,no,rejected
other,obc,nursing,none,0,99.53,no,rejected
other,st,engineering,cet,2,85.72,no,rejected
female,sc,computer applications,none,0,99.53,no,rejected
male,obc,computer applications,none,0,98.61,yes,admitted
male,ews,medical,neet,97,67.54,no,rejected
female,sc,commerce,none,0,51.58,no,rejected
female,general,nursing,cet,16,81.41,no,rejected
other,st,law,none,0,97.2,no,rejected
male,obc,management,none,0,52.03,no,rejected
other,st,engineering,jee,103,78.32,no,rejected
male,st,architecture,cet,110,58.22,no,rejected
female,st,commerce,cet,63,70.11,no,rejected
other,st,medical,neet,131,53.41,no,rejected
other,obc,nursing,cet,174,98.46,no,rejected
male,ews,science,none,0,55.7,no,rejected
other,sc,arts,none,0,68.74,no,rejected
other,st,engineering,jee,188,71.68,no,admitted
male,obc,medical,neet,570,59.53,no,admitted
other,ews,nursing,cet,171,58.73,no,rejected
male,ews,management,none,0,55.49,no,rejected
female,ews,agriculture,cet,173,86.74,no,rejected
male,obc,agriculture,cet,81,55.54,yes,admitted
male,ews,architecture,cet,140,86.63,yes,admitted
female,st,architecture,none,0,66.84,no,rejected
other,general,commerce,cet,174,97.24,no,rejected
female,ews,management,none,0,83.9,no,admitted
female,sc,nursing,cet,152,65.82,no,admitted
female,sc,science,none,0,81.78,no,rejected
male,obc,nursing,cet,42,56.45,no,rejected
male,ews,pharmacy,cet,184,62.12,no,admitted
male,general,computer applications,none,0,60.01,no,rejected
male,obc,arts,none,0,81.87,no,rejected
other,sc,management,none,0,53.26,no,rejected
female,general,pharmacy,none,0,75.22,yes,admitted
male,obc,commerce,none,0,80.26,no,admitted
female,st,engineering,jee,192,90.78,no,rejected
female,sc,agriculture,cet,28,54.08,no,rejected
male,ews,management,none,0,98.29,no,rejected
other,ews,law,cet,178,80.04,yes,admitted
other,general,pharmacy,cet,158,62.24,no,rejected
other,obc,architecture,cet,109,54.17,no,rejected
other,ews,engineering,cet,71,82.14,no,rejected
female,ews,science,cet,156,82.54,no,rejected
other,general,nursing,none,0,56.47,no,rejected
female,st,engineering,jee,175,65.59,no,admitted
male,obc,medical,neet,435,54.93,yes,admitted
male,ews,nursing,none,0,93.38,yes,admitted
other,sc,computer applications,none,0,62.1,no,rejected
female,general,architecture,none,0,72.75,no,rejected
other,obc,nursing,none,0,82.1,no,rejected
male,ews,management,none,0,59.66,no,rejected
female,st,medical,neet,42,84.56,no,rejected
male,general,engineering,jee,48,76.33,no,rejected
male,ews,agriculture,none,0,84.37,yes,admitted
male,ews,law,none,0,86.8,no,rejected
male,sc,arts,cet,65,61.97,no,rejected
female,general,commerce,cet,183,50.44,no,admitted
male,sc,computer applications,none,0,58.3,no,rejected
male,general,agriculture,cet,138,78.69,no,admitted
other,obc,architecture,none,0,76.95,no,rejected
male,obc,law,none,0,91.55,yes,admitted
female,st,architecture,none,0,56.82,no,rejected
other,st,arts,none,0,53.79,yes,admitted
other,general,arts,none,0,80.31,no,admitted
male,ews,medical,neet,147,80.86,yes,admitted
male,st,law,none,0,89.55,yes,admitted
other,st,arts,none,0,65.32,no,rejected
female,st,commerce,none,0,51.16,no,rejected
female,st,arts,cet,176,95.52,no,rejected
female,st,management,cet,157,67.25,no,rejected
female,obc,computer applications,cet,15,76.06,yes,admitted
female,st,computer applications,none,0,58.75,no,rejected
male,ews,agriculture,cet,18,60.62,no,rejected
male,st,nursing,cet,75,99.53,no,rejected
male,sc,arts,none,0,56.44,no,rejected
male,st,agriculture,cet,97,91.45,yes,admitted
other,ews,arts,cet,153,84.76,no,admitted
other,st,computer applications,none,0,89.1,no,rejected
female,st,nursing,cet,116,57.76,no,rejected
male,ews,computer applications,cet,68,78.77,no,rejected
male,obc,arts,none,0,50.82,no,rejected
other,obc,arts,none,0,82.09,no,admitted
female,obc,architecture,none,0,60.56,no,rejected
other,obc,nursing,cet,135,51.39,no,rejected
female,st,medical,neet,478,99.53,no,rejected
other,sc,commerce,none,0,53.57,no,rejected
male,ews,law,none,0,64.52,no,rejected
other,st,computer applications,none,0,69.1,no,rejected
female,st,science,cet,140,73.17,yes,admitted
female,ews,law,cet,122,68.2,no,rejected
female,ews,science,none,0,88.12,no,rejected
male,general,management,cet,11,62.76,no,rejected
female,ews,science,none,0,58.66,no,rejected
other,ews,medical,neet,634,77.37,no,admitted
other,obc,law,none,0,72.97,no,rejected
other,obc,engineering,jee,96,65.44,no,rejected
female,sc,commerce,none,0,60.9,no,rejected
other,ews,nursing,cet,162,83.65,no,admitted
other,st,computer applications,cet,133,97.45,no,rejected
male,sc,architecture,cet,124,53.99,no,rejected
female,obc,law,none,0,60.4,yes,admitted
other,ews,computer applications,cet,74,94.34,no,rejected
female,st,engineering,cet,154,61.08,no,rejected
male,general,law,cet,89,67.67,no,rejected
female,obc,law,cet,50,79.17,no,rejected
female,ews,engineering,jee,29,50.44,no,rejected
female,st,medical,neet,73,51.51,yes,admitted
male,sc,law,none,0,59.82,no,rejected
male,sc,medical,neet,432,91.08,yes,admitted
female,general,nursing,cet,86,52.17,no,admitted
other,ews,medical,neet,235,83.72,yes,admitted
female,st,engineering,jee,150,69.96,no,admitted
other,sc,computer applications,none,0,59.3,no,rejected
other,st,arts,none,0,61.34,no,rejected
male,sc,law,none,0,67.37,no,admitted
male,sc,commerce,cet,22,79.35,no,rejected
female,general,engineering,jee,266,89.3,yes,admitted
female,sc,management,cet,100,77.1,yes,admitted
other,ews,pharmacy,none,0,66.51,yes,admitted
female,general,arts,cet,184,65.75,no,rejected
other,sc,science,none,0,88.51,no,rejected
other,ews,medical,neet,289,51.69,no,admitted
female,sc,management,none,0,59.79,no,rejected
female,general,engineering,jee,89,79.3,no,rejected
male,ews,nursing,none,0,81.12,no,rejected
other,general,pharmacy,cet,126,83.6,no,admitted
other,sc,science,cet,7,58.3,no,rejected
other,general,agriculture,cet,45,99.53,no,rejected
male,obc,commerce,none,0,95.32,yes,admitted
male,obc,commerce,cet,101,82.86,no,rejected
other,obc,management,cet,30,63.95,no,rejected
female,ews,medical,neet,634,89.63,yes,admitted
female,sc,architecture,cet,68,76.44,no,rejected
female,obc,commerce,none,0,87.93,yes,admitted
female,obc,computer applications,none,0,67.98,no,admitted
female,sc,law,cet,144,77.17,no,admitted
male,obc,architecture,cet,183,53.88,no,rejected
other,ews,law,none,0,77.27,no,rejected
female,obc,science,none,0,51.96,no,rejected
female,st,commerce,none,0,62.28,no,rejected
female,sc,agriculture,cet,12,92.68,no,rejected
other,obc,pharmacy,cet,42,90.79,no,rejected
male,sc,medical,neet,52,70.82,yes,admitted
male,general,engineering,jee,88,70.6,no,rejected
male,sc,medical,neet,414,58.41,no,admitted
other,st,computer applications,cet,156,91.49,no,rejected
male,sc,nursing,none,0,59.81,no,rejected
male,general,pharmacy,none,0,53.56,no,rejected
other,sc,architecture,none,0,82.61,no,rejected
male,general,pharmacy,cet,84,95.28,no,rejected
female,obc,commerce,none,0,94.5,yes,admitted
female,st,computer applications,none,0,96.03,no,rejected
female,ews,commerce,cet,151,58.3,no,rejected
female,ews,management,none,0,97.39,yes,admitted
